"Class[Size] ->","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]"
"2004Q3",6.78801747e+01,6.78801747e+01,1.89900000e+02,2.08000000e+00,7.90000000e+00,7.78000000e+00,7.22809294e+01,1.37600000e+01,4.47000000e+00,2.48250000e+00,1.10451000e+04,2.45165000e+04,6.07722000e+04,3.70337000e+04,5.32390000e+03,3.48440000e+03,1.31156000e+04,6.52285264e+01,6.76809114e+02,NaN,1.38349079e+02,2.75267600e+04,2.07149000e+04,1.62714667e+04,3.61173201e+04,8.95286440e+04,5.45574612e+04,3.05168631e+04,1.93216945e+04,4.05519875e+04,3.56402904e+02,5.98736820e+04,6.38977916e+04,6.51906893e+03,1.28762678e+04,3.83503199e+03,1.79860051e+04,2.90826161e+04,7.39792526e+04,7.40328915e+04,1.42811250e+04,4.20690000e+01,-2.15405642e-01,1.67112998e+04,2.53971721e+05,2.55579165e+04,6.20376686e+04,6.82188449e+04,1.13222147e+05,2.98416798e+05,2.98953613e+05,2.02787243e+05,2.14948290e+00,2.39108238e+00,3.42871018e+00,1.61052168e+00,-6.43212198e+00,4.33604401e+00,4.70878595e+00,2.17201802e+00,8.04635762e+00,8.04635762e+00,1.73823926e+00,-2.32272825e+00,1.75520839e+00,1.36874208e-01,-4.05990295e+00,6.99936202e+00,-7.75017052e+00,-3.45545861e+00,-5.22823382e+00,-1.00250627e+00,-3.11332503e+00,-6.11643502e+00,1.10609707e+01,4.48806695e+01,2.53779698e+00,4.08964269e+00,8.03687755e+00,7.46593346e+00,-5.95687755e+00,5.72312245e+00,-1.43039989e+00,2.39000000e+00,NaN,NaN,NaN,9.29000000e+00
"2004Q4",6.96328271e+01,6.96328271e+01,1.90300000e+02,2.68000000e+00,7.78000000e+00,7.62000000e+00,7.51701388e+01,1.35000000e+01,4.54000000e+00,3.10000000e+00,1.26264000e+04,2.78597000e+04,6.46675000e+04,3.97723000e+04,6.77460000e+03,3.84390000e+03,1.28408000e+04,6.56081065e+01,8.23186032e+02,NaN,1.33031549e+02,2.99055420e+04,2.19740000e+04,1.81328269e+04,4.00094340e+04,9.28692725e+04,5.71171696e+04,3.15569551e+04,1.84407276e+04,4.29474764e+04,4.32572797e+02,6.13882040e+04,6.68801974e+04,6.71469504e+03,1.36774719e+04,5.54336727e+02,1.74593521e+04,3.15097269e+04,7.76392630e+04,7.79154223e+04,1.43996750e+04,4.96160000e+01,-3.29136681e-01,1.42318086e+04,2.56266826e+05,2.53770165e+04,6.25780760e+04,7.04563503e+04,1.15056690e+05,3.01796755e+05,3.02459795e+05,2.03788212e+05,2.96871787e+00,3.13273954e+00,3.63889801e+00,3.68532777e+00,-6.56014987e+00,8.07645303e+00,5.72703528e+00,2.50992664e+00,9.22662752e+00,9.22662752e+00,-3.05744024e+00,-2.09117358e+00,1.58418047e+00,2.73229816e+00,9.50956156e+00,6.51832277e+00,-1.66033737e+00,6.61404608e-01,-8.03201752e-01,-3.11332503e+00,-5.92592593e+00,-8.44908047e+00,5.06791643e+00,5.49337997e+01,3.25556158e+00,3.85236044e+00,8.29608265e+00,7.15692948e+00,-5.61608265e+00,5.20391735e+00,-3.46421610e+00,1.86000000e+00,NaN,NaN,NaN,8.96000000e+00
"2005Q1",7.14322863e+01,7.14322863e+01,1.93300000e+02,2.75000000e+00,7.62000000e+00,7.61000000e+00,7.75101904e+01,1.34900000e+01,4.53000000e+00,3.84500000e+00,1.24250000e+04,2.81070000e+04,6.59201000e+04,4.07465000e+04,4.69460000e+03,3.78860000e+03,1.44823000e+04,6.71412546e+01,8.41170797e+02,NaN,1.29015294e+02,2.88691320e+04,2.19133000e+04,1.73940954e+04,3.93477536e+04,9.22833406e+04,5.70421334e+04,3.06770246e+04,2.02741656e+04,4.04146829e+04,4.35163372e+02,6.06888485e+04,6.37491663e+04,6.07743780e+03,1.44261991e+04,3.55996028e+03,1.85306707e+04,2.57006295e+04,7.92533972e+04,7.97018883e+04,1.45385500e+04,5.00309836e+01,-4.73818702e-01,1.79861594e+04,2.58771914e+05,2.54995882e+04,6.10303362e+04,7.13909616e+04,1.14142442e+05,3.04372818e+05,3.05289789e+05,2.05659808e+05,3.40800268e+00,3.58031088e+00,3.85107998e+00,-5.77732687e+00,-4.75553711e+00,7.32761021e+00,4.15397460e+00,6.36873556e-01,8.76623376e+00,8.76623376e+00,2.26196716e+00,4.29570495e+00,3.38774491e+00,7.71603970e+00,2.68862898e+01,1.40086467e+01,-7.03485799e+00,-9.25789516e-01,-1.74516736e+00,-5.92592593e+00,-4.15617128e+00,-1.08199040e+01,7.20137657e-01,3.94319815e+01,3.14834578e+00,3.74489341e+00,9.07893277e+00,4.97086786e+00,-6.32893277e+00,4.41106723e+00,-3.63474816e+00,1.78000000e+00,NaN,0.00000000e+00,2.75000000e+00,8.96000000e+00
"2005Q2",7.27168712e+01,7.27168712e+01,1.94500000e+02,3.00000000e+00,7.61000000e+00,7.62000000e+00,7.84332755e+01,1.30200000e+01,4.62000000e+00,3.88000000e+00,1.22784000e+04,2.85164000e+04,6.74262000e+04,4.25048000e+04,6.34950000e+03,3.76590000e+03,1.60384000e+04,6.71644556e+01,8.84737860e+02,NaN,1.27496907e+02,2.86584990e+04,2.31426000e+04,1.68852149e+04,3.92156586e+04,9.27242865e+04,5.84524599e+04,3.18256267e+04,2.20559545e+04,3.94110727e+04,4.54878077e+02,6.14670272e+04,6.73777881e+04,6.14713890e+03,1.36797527e+04,-2.08909147e+02,1.84660004e+04,2.85123993e+04,7.71416501e+04,7.76264489e+04,1.46677250e+04,5.32201563e+01,-5.99213975e-01,1.34708435e+04,2.61904943e+05,2.54583407e+04,6.24001113e+04,7.24420283e+04,1.14805372e+05,3.08013563e+05,3.09276651e+05,2.09499683e+05,3.95056766e+00,4.20608108e+00,4.08182127e+00,-2.01577216e+00,-2.48371094e+00,8.02856117e+00,2.97181785e+00,2.78384053e+00,8.80087154e+00,8.80087154e+00,2.01775193e+00,7.46752166e+00,4.52319160e+00,9.59940643e+00,3.32903430e+01,3.05777997e+01,-4.86591143e+00,5.39991062e+00,3.84159928e+00,-4.15617128e+00,-3.54430380e+00,-9.61035825e+00,1.63697021e+00,3.99977805e+01,2.53031102e+00,3.59129825e+00,9.00233193e+00,5.19920244e+00,-6.00233193e+00,4.01766807e+00,-4.73511486e+00,1.62000000e+00,NaN,0.00000000e+00,3.00000000e+00,8.40000000e+00
"2005Q3",7.42926982e+01,7.42926982e+01,1.98800000e+02,3.61363636e+00,7.62000000e+00,7.61000000e+00,7.83063356e+01,1.27800000e+01,4.60000000e+00,4.44000000e+00,1.24959000e+04,2.88692000e+04,6.98753000e+04,4.43065000e+04,5.81050000e+03,3.75090000e+03,1.67787000e+04,6.84124241e+01,8.64384365e+02,NaN,1.27703588e+02,2.85818580e+04,2.36292000e+04,1.68198226e+04,3.88587314e+04,9.40540615e+04,5.96377586e+04,3.18055483e+04,2.25845883e+04,3.84719612e+04,4.34800988e+02,6.10565495e+04,6.61332060e+04,6.74376358e+03,1.43106445e+04,1.52226056e+03,1.70420355e+04,2.93675780e+04,7.57488403e+04,7.61431906e+04,1.47923500e+04,6.33121875e+01,-6.60448286e-01,1.58329050e+04,2.64140358e+05,2.56830353e+04,6.15217166e+04,7.14980587e+04,1.15090334e+05,3.09783151e+05,3.11386950e+05,2.10571740e+05,3.80888481e+00,4.15895206e+00,4.00384592e+00,-8.31675306e-01,4.89550116e-01,4.80690304e+00,1.65001861e+00,3.83875131e+00,9.44682807e+00,9.44682807e+00,3.37004593e+00,7.59029534e+00,5.05471465e+00,9.31182888e+00,2.19970386e+01,1.68872030e+01,-5.12928334e+00,1.97560495e+00,4.22286264e+00,-3.54430380e+00,-2.18508997e+00,-7.69465987e+00,4.88114304e+00,5.04960600e+01,4.68667720e+00,3.57972499e+00,8.71964918e+00,6.73839403e+00,-5.10601282e+00,4.06035082e+00,-3.17063063e+00,9.86363636e-01,NaN,0.00000000e+00,3.61363636e+00,8.18000000e+00
"2005Q4",7.55980861e+01,7.55980861e+01,1.96800000e+02,4.11363636e+00,7.61000000e+00,7.62000000e+00,8.06026281e+01,1.26700000e+01,4.62000000e+00,4.83875000e+00,1.42619000e+04,3.28162000e+04,7.41825000e+04,4.82773000e+04,6.45550000e+03,3.72320000e+03,1.64257000e+04,6.95198220e+01,1.03100849e+03,NaN,1.24065434e+02,2.83335520e+04,2.33101000e+04,1.88654247e+04,4.34087709e+04,9.81274842e+04,6.38604791e+04,3.08342462e+04,2.17276665e+04,3.74791922e+04,5.23886426e+02,5.92068587e+04,6.94562360e+04,6.92431471e+03,1.47210604e+04,-7.80253712e+01,1.54434355e+04,3.07840014e+04,7.89034707e+04,7.94275685e+04,1.49012500e+04,6.00467742e+01,-6.34849742e-01,1.46430351e+04,2.66716396e+05,2.58926550e+04,6.19329430e+04,6.94821421e+04,1.14364608e+05,3.11047358e+05,3.12899096e+05,2.14284731e+05,3.06517643e+00,3.45146745e+00,4.07761314e+00,-1.03092494e+00,2.03191144e+00,-1.38271169e+00,-6.01513827e-01,5.15069964e+00,8.56673388e+00,8.56673388e+00,4.04017422e+00,8.49633841e+00,5.66194986e+00,1.18060988e+01,2.11094249e+01,1.78243445e+01,-1.27324925e+01,-3.55336244e+00,-2.29017313e+00,-2.18508997e+00,0.00000000e+00,-6.73984142e+00,5.96224413e+00,2.10230051e+01,3.41565949e+00,3.48323834e+00,8.69538777e+00,4.41357832e+00,-4.58175141e+00,3.97461223e+00,-1.77215190e+00,5.06363636e-01,NaN,3.94785098e+00,1.65785386e-01,8.05000000e+00
"2006Q1",7.66330352e+01,7.66330352e+01,1.99800000e+02,4.25000000e+00,7.62000000e+00,7.61000000e+00,8.04214742e+01,1.27600000e+01,4.65000000e+00,5.28750000e+00,1.40011259e+04,3.29867000e+04,7.62915000e+04,5.10070000e+04,6.47000000e+03,4.06570000e+03,1.69614000e+04,6.93989461e+01,1.06961978e+03,2.26430435e+00,1.24344898e+02,3.09806340e+04,2.50855000e+04,1.82703528e+04,4.30450131e+04,9.95543239e+04,6.65600676e+04,3.27345771e+04,2.21332745e+04,4.04272569e+04,5.35345234e+02,6.25605314e+04,6.76676601e+04,6.12799936e+03,1.64140419e+04,-2.60341041e+02,1.80897438e+04,2.79515135e+04,8.31486074e+04,8.36616392e+04,1.50203250e+04,6.34767742e+01,-5.24065746e-01,1.61537009e+04,2.70634890e+05,2.59432166e+04,6.01004845e+04,6.90412152e+04,1.16615492e+05,3.14942568e+05,3.16858847e+05,2.14119882e+05,3.47263283e+00,3.78953343e+00,4.58433673e+00,-1.52358925e+00,1.73974727e+00,-3.29137787e+00,2.16663518e+00,4.11362532e+00,7.28066982e+00,7.28066982e+00,5.03767145e+00,9.39636728e+00,7.87897711e+00,1.66857964e+01,2.30216671e+01,9.16984160e+00,3.11123904e-02,3.08406386e+00,6.70714514e+00,0.00000000e+00,0.00000000e+00,-3.62003287e+00,3.36259948e+00,2.68749275e+01,3.36264873e+00,3.31377613e+00,8.21491959e+00,4.40787448e+00,-3.96491959e+00,4.54508041e+00,-1.09254499e+00,4.00000000e-01,-5.00000000e-01,3.93089036e+00,3.19109637e-01,8.11000000e+00
"2006Q2",7.82088621e+01,7.82088621e+01,2.02900000e+02,4.57954545e+00,7.61000000e+00,7.61000000e+00,8.08991639e+01,1.27200000e+01,4.70000000e+00,5.69313000e+00,1.43123528e+04,3.39094000e+04,7.98978000e+04,5.40636000e+04,6.29260000e+03,4.06320000e+03,1.75204000e+04,7.10972270e+01,9.48202134e+02,2.20395455e+00,1.23610672e+02,3.09209520e+04,2.50286000e+04,1.83001675e+04,4.33574906e+04,1.02159522e+05,6.91272045e+04,3.20022557e+04,2.24020648e+04,3.95363788e+04,4.67324856e+02,6.19384437e+04,6.93209627e+04,6.66568478e+03,1.59444993e+04,1.69018863e+02,1.77335918e+04,2.91844273e+04,7.93911191e+04,7.96867504e+04,1.51307750e+04,7.07226984e+01,-3.45303059e-01,1.61135182e+04,2.72578065e+05,2.64617624e+04,6.27431592e+04,6.83088067e+04,1.17287520e+05,3.17192037e+05,3.18919149e+05,2.18033704e+05,2.97989300e+00,3.11775806e+00,4.07518898e+00,5.49755189e-01,3.94142640e+00,-5.70555753e+00,2.16204892e+00,4.07352452e+00,7.55256759e+00,7.55256759e+00,8.37983146e+00,1.05616788e+01,1.01755822e+01,1.82622675e+01,2.73628907e+00,1.56923788e+00,3.17946490e-01,7.66942109e-01,5.54989702e-01,0.00000000e+00,-1.31233596e-01,-3.04810113e+00,5.85543550e+00,3.28870552e+01,4.31876607e+00,3.15693129e+00,6.73174050e+00,5.41374700e+00,-2.15219504e+00,5.98825950e+00,-6.56167979e-02,1.20454545e-01,-3.55150000e-01,3.97538514e+00,6.04160318e-01,8.02000000e+00
"2006Q3",7.85261078e+01,7.85261078e+01,2.02900000e+02,5.00000000e+00,7.61000000e+00,7.60000000e+00,8.12690762e+01,1.27000000e+01,4.72000000e+00,5.29750000e+00,1.42479377e+04,3.46169000e+04,8.23828000e+04,5.72772000e+04,7.00570000e+03,3.90380000e+03,1.91255000e+04,7.30098069e+01,9.53633178e+02,2.40240000e+00,1.23048033e+02,2.97079180e+04,2.62238000e+04,1.81442046e+04,4.40833004e+04,1.04911350e+05,7.29403273e+04,3.33950080e+04,2.43555940e+04,3.78318993e+04,4.70001566e+02,6.21874933e+04,6.96492335e+04,7.18016927e+03,1.62883975e+04,2.75049700e+03,1.87171587e+04,3.17052050e+04,8.07581662e+04,8.07391664e+04,1.52178250e+04,7.05960317e+01,-1.19474610e-01,1.90388945e+04,2.76094092e+05,2.68981681e+04,6.59491486e+04,6.99839299e+04,1.19625147e+05,3.22201363e+05,3.23515125e+05,2.22418094e+05,4.00867922e+00,3.89488847e+00,4.52552374e+00,7.19653528e+00,4.73126632e+00,-2.11772017e+00,3.94022091e+00,5.62580392e+00,5.69828491e+00,5.69828491e+00,7.87393600e+00,1.34450325e+01,1.15436682e+01,2.23056147e+01,8.09579067e+00,7.84165604e+00,-1.66371011e+00,1.85228912e+00,4.99742911e+00,-1.31233596e-01,-1.31406045e-01,-3.64559399e+00,6.72009928e+00,1.15046479e+01,2.06237425e+00,2.87631783e+00,6.94200539e+00,3.74285687e+00,-1.94200539e+00,5.75799461e+00,-6.57030223e-02,-2.80000000e-01,-2.52263045e-01,4.02547330e+00,9.74526704e-01,7.98000000e+00
"2006Q4",7.99771167e+01,7.99771167e+01,2.01800000e+02,5.00000000e+00,7.60000000e+00,7.69000000e+00,8.32354080e+01,1.28800000e+01,4.84000000e+00,5.32938000e+00,1.57719819e+04,3.88689000e+04,8.79223000e+04,6.14907000e+04,7.46980000e+03,3.95830000e+03,2.01886000e+04,7.85668405e+01,1.31247189e+03,2.20355000e+00,1.20141178e+02,3.00830800e+04,2.72381000e+04,1.97206183e+04,4.86000266e+04,1.09934321e+05,7.68853674e+04,3.40573668e+04,2.52429705e+04,3.76146093e+04,6.50382502e+02,6.28575799e+04,7.31614903e+04,7.31685297e+03,1.73357319e+04,-4.63016125e+00,1.81786796e+04,3.28968311e+04,8.50899502e+04,8.49964155e+04,1.53159250e+04,6.01593651e+01,1.35544786e-01,1.73311017e+04,2.79799347e+05,2.72907064e+04,6.86372153e+04,7.27191739e+04,1.21737977e+05,3.28387843e+05,3.29083972e+05,2.26698585e+05,5.57486956e+00,5.17255414e+00,4.90519161e+00,1.08250504e+01,5.39941304e+00,4.65879682e+00,6.44724684e+00,5.79315844e+00,5.79251513e+00,5.79251513e+00,4.53312655e+00,1.19590019e+01,1.20321403e+01,2.03958512e+01,2.41457060e+01,1.61789306e+01,3.61312817e-01,6.16604441e+00,1.04530547e+01,-1.31406045e-01,9.18635171e-01,-3.16305279e+00,1.30135812e+01,1.87505310e-01,2.54065041e+00,2.78282023e+00,6.15820749e+00,4.00193573e+00,-1.15820749e+00,6.72179251e+00,3.93700787e-01,-1.60000000e-01,-1.79182441e-01,4.05014084e+00,9.49859156e-01,8.04000000e+00
"2007Q1",8.20158103e+01,8.20158103e+01,2.05352000e+02,5.02272727e+00,7.69000000e+00,7.68000000e+00,8.29438877e+01,1.28900000e+01,4.92000000e+00,5.22000000e+00,1.77955237e+04,4.00874000e+04,8.79849000e+04,6.46022000e+04,7.79000000e+03,4.14100000e+03,2.03304000e+04,8.07770221e+01,1.41518843e+03,2.01704545e+00,1.20563435e+02,3.18442900e+04,2.85581000e+04,2.16976747e+04,4.88776492e+04,1.07277974e+05,7.87679836e+04,3.48202376e+04,2.47883913e+04,3.88270138e+04,6.89152496e+02,6.36154052e+04,7.11742737e+04,6.38085068e+03,1.86298544e+04,4.46153854e+03,2.06983967e+04,3.18577458e+04,8.83298233e+04,8.80526216e+04,1.53746500e+04,5.82706452e+01,4.04648068e-01,2.30913929e+04,2.83305960e+05,2.75435577e+04,7.55749073e+04,7.53278267e+04,1.25644209e+05,3.33569059e+05,3.33474954e+05,2.33236658e+05,5.91424979e+00,5.24400906e+00,4.68197951e+00,2.57475841e+01,6.16863043e+00,9.10559218e+00,7.74229635e+00,8.92807137e+00,7.02409230e+00,7.02409230e+00,1.87589260e+01,1.35500855e+01,7.75822717e+00,1.83412014e+01,2.87304812e+01,1.19960418e+01,-3.95832713e+00,1.68616500e+00,6.37142937e+00,9.18635171e-01,9.19842313e-01,-3.04110838e+00,1.63951711e+01,-8.20162823e+00,2.77877878e+00,2.35897026e+00,5.62624298e+00,3.94248029e+00,-6.03515708e-01,7.26375702e+00,3.94218134e-01,-1.02727273e-01,-1.27273288e-01,4.05100285e+00,9.71724425e-01,7.97000000e+00
"2007Q2",8.23642605e+01,8.23642605e+01,2.08352000e+02,5.50000000e+00,7.68000000e+00,7.70000000e+00,8.22199662e+01,1.27700000e+01,4.92000000e+00,5.42563000e+00,1.76391796e+04,3.99567000e+04,8.91453000e+04,6.82816000e+04,7.27340000e+03,4.35250000e+03,2.21454000e+04,9.11161170e+01,1.38580280e+03,1.54557143e+00,1.21624959e+02,3.34272000e+04,2.95389000e+04,2.14160602e+04,4.85121821e+04,1.08232988e+05,8.29019767e+04,3.58637349e+04,2.68871473e+04,4.05845931e+04,6.65125747e+02,6.74717404e+04,7.28448151e+04,7.35541201e+03,1.66647095e+04,-4.49684752e+02,2.04104686e+04,3.08313116e+04,8.52177850e+04,8.46716389e+04,1.54487250e+04,6.50241270e+01,6.70812227e-01,1.62150248e+04,2.86829813e+05,2.82332849e+04,7.56764140e+04,7.80047036e+04,1.27291094e+05,3.39395725e+05,3.38459842e+05,2.35215133e+05,7.00007707e+00,6.12716225e+00,5.22850143e+00,2.06130118e+01,6.69465046e+00,1.41942121e+01,8.52910300e+00,7.88017132e+00,5.31320653e+00,5.31320653e+00,1.70265805e+01,1.18888142e+01,5.94508007e+00,1.99267023e+01,4.23262079e+01,2.00208438e+01,2.65126532e+00,8.93354174e+00,1.20662720e+01,9.19842313e-01,1.18265440e+00,-1.60642523e+00,2.81570617e+01,-8.05762727e+00,2.68703795e+00,2.10134643e+00,7.13077066e+00,6.25942349e+00,-1.63077066e+00,5.63922934e+00,1.05064479e+00,-5.80000000e-01,-9.04022163e-02,4.08276846e+00,1.41723154e+00,7.85000000e+00
"2007Q3",8.42833368e+01,8.42833368e+01,2.08490000e+02,5.52500000e+00,7.70000000e+00,7.63000000e+00,8.38478699e+01,1.28000000e+01,4.92000000e+00,4.90125000e+00,1.76382685e+04,4.14231000e+04,9.26256000e+04,7.26458000e+04,7.89800000e+03,4.20690000e+03,2.37106000e+04,1.05029544e+02,1.45075122e+03,2.13757895e+00,1.19263614e+02,3.23931300e+04,3.04312000e+04,2.09273496e+04,4.91474372e+04,1.09897880e+05,8.61923635e+04,3.61058320e+04,2.81320139e+04,3.84336112e+04,6.95837314e+02,6.65656251e+04,7.34888159e+04,7.91650085e+03,1.76264663e+04,4.30795812e+02,1.93535246e+04,3.37971836e+04,8.54638293e+04,8.45727547e+04,1.55405000e+04,7.51477778e+01,9.08983883e-01,1.80572621e+04,2.90669395e+05,2.89696165e+04,7.46947815e+04,7.86410695e+04,1.29383072e+05,3.44101388e+05,3.42293431e+05,2.35981104e+05,6.79699926e+00,5.80446008e+00,5.27910709e+00,1.32611763e+01,7.70107608e+00,1.23701822e+01,8.15708505e+00,6.09797992e+00,7.33161136e+00,7.33161136e+00,1.53390299e+01,1.14876534e+01,4.75308846e+00,1.81683257e+01,4.80499991e+01,1.55053490e+01,1.59048834e+00,7.04021271e+00,8.11745267e+00,1.18265440e+00,3.94736842e-01,-3.07556254e+00,4.38567621e+01,6.44759474e+00,2.75505175e+00,2.12037528e+00,6.50413309e+00,1.05839345e+01,-9.79133095e-01,6.29586691e+00,6.57289577e-01,-6.05000000e-01,-6.42126942e-02,4.09928674e+00,1.42571326e+00,7.88000000e+00
"2007Q4",8.69721240e+01,8.69721240e+01,2.10036000e+02,6.28571429e+00,7.63000000e+00,7.64000000e+00,8.67310363e+01,1.28900000e+01,4.91000000e+00,4.22375000e+00,2.00107775e+04,4.43629000e+04,9.68672000e+04,7.82837000e+04,8.58200000e+03,4.22600000e+03,2.41910000e+04,1.14390501e+02,1.72344028e+03,2.16740000e+00,1.15298980e+02,3.22443800e+04,3.15434000e+04,2.30082659e+04,5.10081828e+04,1.11377296e+05,9.00101049e+04,3.62684025e+04,2.78146593e+04,3.70743849e+04,8.20545184e+02,6.48890442e+04,7.73289408e+04,7.98370622e+03,1.65192170e+04,3.01608867e+01,1.92265434e+04,3.47802236e+04,8.92400274e+04,8.83077946e+04,1.56238750e+04,9.05039062e+01,1.08124777e+00,1.65493779e+04,2.94836845e+05,2.96364698e+04,7.39130577e+04,7.96889333e+04,1.31266465e+05,3.48251465e+05,3.45604810e+05,2.37483439e+05,6.04882995e+00,5.02025006e+00,5.37438671e+00,7.68656241e+00,8.59546597e+00,9.58448646e+00,7.82704620e+00,4.75735373e+00,8.74626090e+00,8.74626090e+00,1.66711183e+01,4.95505119e+00,1.31257943e+00,1.70705271e+01,2.61634777e+01,1.01877424e+01,-1.43620908e+00,3.23185266e+00,6.49209233e+00,3.94736842e-01,-6.50195059e-01,-4.03042380e+00,4.55964121e+01,5.04402617e+01,4.08126858e+00,2.01065231e+00,7.94491140e+00,1.47110809e+01,-1.65919711e+00,4.94508860e+00,2.66229672e-01,-1.37571429e+00,-4.56102767e-02,4.12436660e+00,2.16134769e+00,7.98000000e+00
"2008Q1",8.94788850e+01,8.94788850e+01,2.13528000e+02,6.53571429e+00,7.64000000e+00,7.49000000e+00,8.76184257e+01,1.30900000e+01,4.97000000e+00,2.48625000e+00,1.86409522e+04,4.26440000e+04,9.63823000e+04,8.00000000e+04,8.52200000e+03,4.19430000e+03,2.47234000e+04,1.32069471e+02,1.67088036e+03,2.29385000e+00,1.14131245e+02,3.20444520e+04,3.22754000e+04,2.08327945e+04,4.76581710e+04,1.07715133e+05,8.94065679e+04,3.60704093e+04,2.76304292e+04,3.58123059e+04,7.82511128e+02,6.34427351e+04,7.61083522e+04,6.74193417e+03,1.74583650e+04,1.06458178e+03,2.04635139e+04,3.11779750e+04,9.09173927e+04,8.99736603e+04,1.56798500e+04,9.78178688e+01,1.13922126e+00,1.85229467e+04,2.99770924e+05,2.99975532e+04,6.93446116e+04,7.94540506e+04,1.30586694e+05,3.50839034e+05,3.47525848e+05,2.38528842e+05,5.17733142e+00,4.21347820e+00,5.81172517e+00,-8.24386822e+00,8.90950823e+00,5.47768866e+00,3.93371468e+00,2.26901867e+00,9.09955612e+00,9.09955612e+00,-3.98605042e+00,-2.49496074e+00,4.07500807e-01,1.35062290e+01,1.35468756e+01,1.14651971e+01,-7.76445992e+00,-2.71427973e-01,3.59035937e+00,-6.50195059e-01,-2.47395833e+00,-5.33510838e+00,6.34988114e+01,6.78681754e+01,3.98145623e+00,1.98508584e+00,1.04150579e+01,1.97187202e+01,-3.87934363e+00,2.67494209e+00,-1.03961075e+00,-1.56571429e+00,-3.23969795e-02,4.04333508e+00,2.49237921e+00,8.12000000e+00
"2008Q2",9.35302684e+01,9.35302684e+01,2.18815000e+02,6.75000000e+00,7.49000000e+00,7.46000000e+00,9.10904195e+01,1.34000000e+01,5.13000000e+00,3.31063000e+00,1.74787793e+04,4.08204000e+04,9.57109000e+04,8.18258000e+04,8.09380000e+03,4.37380000e+03,2.50980000e+04,1.32528616e+02,1.76184230e+03,1.96680952e+00,1.09781029e+02,3.27597620e+04,3.30958000e+04,1.86878319e+04,4.36440531e+04,1.02331472e+05,8.74859032e+04,3.53851225e+04,2.68340939e+04,3.50258398e+04,8.05174371e+02,6.18599337e+04,7.73740623e+04,7.93357817e+03,1.63915404e+04,-9.32329415e+01,2.23189285e+04,3.06747793e+04,9.01358961e+04,8.92313758e+04,1.57336000e+04,1.23799063e+02,1.03940085e+00,1.62983075e+04,3.04300171e+05,3.05757194e+04,6.94278942e+04,8.13625104e+04,1.30430162e+05,3.55757146e+05,3.52085585e+05,2.43297904e+05,4.82075047e+00,4.02580787e+00,6.09084475e+00,-8.25689195e+00,8.29671250e+00,4.30462099e+00,2.46605470e+00,3.43633114e+00,1.35568605e+01,1.35568605e+01,-1.27391702e+01,-1.00348588e+01,-5.45260402e+00,5.52933313e+00,2.10559619e+01,-1.97318825e-01,-1.36967082e+01,-8.31726982e+00,-1.33453031e+00,-2.47395833e+00,-3.11688312e+00,-9.73807503e+00,4.54502461e+01,9.03894266e+01,5.02179005e+00,1.84400331e+00,1.03653278e+01,1.81207229e+01,-3.61532785e+00,3.03467215e+00,-1.88353909e+00,-1.62000000e+00,-2.30115746e-02,4.03326189e+00,2.71673811e+00,8.27000000e+00
