"Class[Size] ->","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]"
"2004Q3",6.44447088e+00,1.60188674e+00,6.78801747e+01,8.68230000e+01,2.08000000e+00,7.90000000e+00,7.90000000e+00,7.78000000e+00,7.22809294e+01,1.37600000e+01,4.47000000e+00,1.94000000e+00,1.10451000e+04,2.45165000e+04,6.07722000e+04,3.70337000e+04,5.32390000e+03,3.48440000e+03,1.31156000e+04,6.76809114e+02,NaN,NaN,1.38349079e+02,2.75267600e+04,2.07149000e+04,1.71341950e+04,3.77997765e+04,8.97301969e+04,5.41110942e+04,3.05168631e+04,1.93216945e+04,4.05519875e+04,7.79527446e+02,5.98736820e+04,1.71341950e+04,3.77997765e+04,8.97301969e+04,5.41110942e+04,6.38977916e+04,6.51906893e+03,1.28762678e+04,1.79860051e+04,2.90826161e+04,7.38734205e+04,1.42811250e+04,1.28762678e+04,2.53971721e+05,2.55579165e+04,5.45101452e+04,6.82188449e+04,1.13222147e+05,2.98417331e+05,1.95259719e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.14915125e+00,2.14915125e+00,3.42871016e+00,-2.87096375e+00,-6.43212198e+00,4.33604401e+00,4.70878595e+00,8.86841820e-01,8.04635762e+00,7.63566549e+00,4.81609770e+00,4.17508042e+00,4.07910476e-01,-3.50486920e+00,6.99936202e+00,-7.75017052e+00,-3.45545861e+00,-5.22823382e+00,-1.00250627e+00,-1.00250627e+00,-3.11332503e+00,-6.11643502e+00,1.94800620e+00,4.08964269e+00,6.64614248e+00,-4.36447088e+00,7.31552912e+00,-1.43039989e+00,2.39000000e+00,NaN,NaN,NaN,9.29000000e+00
"2004Q4",7.33906174e+00,1.88756578e+00,6.96328271e+01,8.73110000e+01,2.68000000e+00,7.78000000e+00,7.78000000e+00,7.62000000e+00,7.51701388e+01,1.35000000e+01,4.54000000e+00,1.97000000e+00,1.26264000e+04,2.78597000e+04,6.46675000e+04,3.97723000e+04,6.77460000e+03,3.84390000e+03,1.28408000e+04,8.23186032e+02,NaN,NaN,1.33031549e+02,2.99055420e+04,2.19740000e+04,1.69912237e+04,3.75861424e+04,9.00922653e+04,5.44908704e+04,3.15569551e+04,1.84407276e+04,4.29474764e+04,9.42820529e+02,6.13882040e+04,1.69912237e+04,3.75861424e+04,9.00922653e+04,5.44908704e+04,6.68801974e+04,6.71469504e+03,1.36774719e+04,1.74593521e+04,3.15097269e+04,7.76589741e+04,1.43996750e+04,1.36774719e+04,2.56266827e+05,2.53770165e+04,5.46254339e+04,7.04563503e+04,1.15056690e+05,3.01798246e+05,1.95835570e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.96865162e+00,2.96865162e+00,3.63889801e+00,-1.18260272e+00,-6.56014986e+00,8.07645303e+00,5.72703531e+00,1.09007086e+00,9.22662752e+00,3.32831616e+00,7.60797270e-01,2.81947252e+00,3.76129441e-01,1.07863068e+01,6.51832277e+00,-1.66033737e+00,6.61404608e-01,-8.03201752e-01,-3.11332503e+00,-3.11332503e+00,-5.92592593e+00,-8.44908047e+00,2.06560367e+00,3.85236044e+00,7.10877895e+00,-4.65906174e+00,6.16093826e+00,-3.46421610e+00,1.86000000e+00,NaN,NaN,NaN,8.96000000e+00
"2005Q1",7.77308702e+00,9.93146740e-01,7.14322863e+01,8.79870000e+01,2.75000000e+00,7.62000000e+00,7.62000000e+00,7.61000000e+00,7.75101904e+01,1.34900000e+01,4.53000000e+00,2.96000000e+00,1.24250000e+04,2.81070000e+04,6.59201000e+04,4.07465000e+04,4.69460000e+03,3.78860000e+03,1.44823000e+04,8.41170797e+02,NaN,NaN,1.29015294e+02,2.88691320e+04,2.19133000e+04,1.70874102e+04,3.79913037e+04,9.08482360e+04,5.55123974e+04,3.06770246e+04,2.02741656e+04,4.04146829e+04,9.56017136e+02,6.06888485e+04,1.70874102e+04,3.79913037e+04,9.08482360e+04,5.55123974e+04,6.37491663e+04,6.07743780e+03,1.44261991e+04,1.85306707e+04,2.57006295e+04,7.93242458e+04,1.45385500e+04,1.44261991e+04,2.58771914e+05,2.54995882e+04,5.41322743e+04,7.13909616e+04,1.14142442e+05,3.04376436e+05,1.98761747e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.40822944e+00,3.40822944e+00,3.85107997e+00,-9.03336548e-01,-4.75553710e+00,7.32761021e+00,4.15397461e+00,2.34289123e+00,8.76623376e+00,1.40062376e+00,4.14496910e-01,2.27123532e+00,2.38837876e+00,2.79938616e+01,1.40086467e+01,-7.03485799e+00,-9.25789516e-01,-1.74516736e+00,-5.92592593e+00,-5.92592593e+00,-4.15617128e+00,-1.08199040e+01,2.25577017e+00,3.74489341e+00,7.53089547e+00,-5.02308702e+00,5.71691298e+00,-3.63474816e+00,1.78000000e+00,NaN,NaN,0.00000000e+00,8.96000000e+00
"2005Q2",7.72272921e+00,1.07814233e+00,7.27168712e+01,8.83300000e+01,3.00000000e+00,7.61000000e+00,7.61000000e+00,7.62000000e+00,7.84332755e+01,1.30200000e+01,4.62000000e+00,3.35000000e+00,1.22784000e+04,2.85164000e+04,6.74262000e+04,4.25048000e+04,6.34950000e+03,3.76590000e+03,1.60384000e+04,8.84737860e+02,NaN,NaN,1.27496907e+02,2.86584990e+04,2.31426000e+04,1.71709010e+04,3.86725416e+04,9.18513859e+04,5.67923060e+04,3.18256267e+04,2.20559545e+04,3.94110727e+04,1.00162783e+03,6.14670272e+04,1.71709010e+04,3.86725416e+04,9.18513859e+04,5.67923060e+04,6.73777881e+04,6.14713890e+03,1.36797527e+04,1.84660004e+04,2.85123993e+04,7.71613004e+04,1.46677250e+04,1.36797527e+04,2.61904943e+05,2.54583407e+04,5.46596915e+04,7.24420283e+04,1.14805372e+05,3.08017941e+05,2.01759263e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.95083330e+00,3.95083330e+00,4.08182126e+00,-7.19476625e-03,-2.48371093e+00,8.02856117e+00,2.97181780e+00,3.56970020e+00,8.80087154e+00,6.22379077e-01,1.73105311e+00,2.80630230e+00,4.99118655e+00,3.38703312e+01,3.05777997e+01,-4.86591143e+00,5.39991062e+00,3.84159928e+00,-4.15617128e+00,-4.15617128e+00,-3.54430380e+00,-9.61035825e+00,2.08610228e+00,3.59129825e+00,7.63108516e+00,-4.72272921e+00,5.29727079e+00,-4.73511486e+00,1.62000000e+00,NaN,NaN,0.00000000e+00,8.40000000e+00
"2005Q3",7.48908329e+00,1.95774478e+00,7.42926982e+01,8.87280000e+01,3.61363636e+00,7.62000000e+00,7.62000000e+00,7.61000000e+00,7.83063356e+01,1.27800000e+01,4.60000000e+00,3.93000000e+00,1.24959000e+04,2.88692000e+04,6.98753000e+04,4.43065000e+04,5.81050000e+03,3.75090000e+03,1.67787000e+04,8.64384365e+02,NaN,NaN,1.27703588e+02,2.85818580e+04,2.36292000e+04,1.73079899e+04,3.93578944e+04,9.29827403e+04,5.80623804e+04,3.18055483e+04,2.25845883e+04,3.84719612e+04,9.74195705e+02,6.10565495e+04,1.73079899e+04,3.93578944e+04,9.29827403e+04,5.80623804e+04,6.61332060e+04,6.74376358e+03,1.43106445e+04,1.70420355e+04,2.93675780e+04,7.56403042e+04,1.47923500e+04,1.43106445e+04,2.64140358e+05,2.56830353e+04,5.60940682e+04,7.14980587e+04,1.15090334e+05,3.09784824e+05,2.05144092e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.80926032e+00,3.80926032e+00,4.00384592e+00,2.90573989e+00,4.89550128e-01,4.80690304e+00,1.65001861e+00,5.06216693e+00,9.44682807e+00,1.01431611e+00,4.12202928e+00,3.62480354e+00,7.30217397e+00,2.49725984e+01,1.68872030e+01,-5.12928334e+00,1.97560495e+00,4.22286264e+00,-3.54430380e+00,-3.54430380e+00,-2.18508997e+00,-7.69465987e+00,2.19411907e+00,3.57972499e+00,7.63906121e+00,-3.87544693e+00,5.29091671e+00,-3.17063063e+00,9.86363636e-01,NaN,NaN,0.00000000e+00,8.18000000e+00
"2005Q4",7.55539322e+00,1.01134066e+00,7.55980861e+01,8.93020000e+01,4.11363636e+00,7.61000000e+00,7.61000000e+00,7.62000000e+00,8.06026281e+01,1.26700000e+01,4.62000000e+00,4.09000000e+00,1.42619000e+04,3.28162000e+04,7.41825000e+04,4.82773000e+04,6.45550000e+03,3.72320000e+03,1.64257000e+04,1.03100849e+03,NaN,NaN,1.24065434e+02,2.83335520e+04,2.33101000e+04,1.74911394e+04,4.02077286e+04,9.42972932e+04,5.97482078e+04,3.08342462e+04,2.17276665e+04,3.74791922e+04,1.15451892e+03,5.92068587e+04,1.74911394e+04,4.02077286e+04,9.42972932e+04,5.97482078e+04,6.94562360e+04,6.92431471e+03,1.47210604e+04,1.54434355e+04,3.07840014e+04,7.89233228e+04,1.49012500e+04,1.47210604e+04,2.66716396e+05,2.58926550e+04,5.71376567e+04,6.94821421e+04,1.14364608e+05,3.11049173e+05,2.09489445e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.06526888e+00,3.06526888e+00,4.07761314e+00,4.59899838e+00,2.03191141e+00,-1.38271169e+00,-6.01513801e-01,6.97211158e+00,8.56673388e+00,2.94219951e+00,6.97487440e+00,4.66746823e+00,9.64810681e+00,2.24537317e+01,1.78243445e+01,-1.27324925e+01,-3.55336244e+00,-2.29017313e+00,-2.18508997e+00,-2.18508997e+00,0.00000000e+00,-6.73984142e+00,2.28035414e+00,3.48323834e+00,7.27550125e+00,-3.44175685e+00,5.11460678e+00,-1.77215190e+00,5.06363636e-01,NaN,NaN,3.94785098e+00,8.05000000e+00
"2006Q1",7.06191921e+00,2.18750613e-01,7.66330352e+01,8.98940000e+01,4.25000000e+00,7.62000000e+00,7.62000000e+00,7.61000000e+00,8.04214742e+01,1.27600000e+01,4.65000000e+00,5.00000000e+00,1.40011259e+04,3.29867000e+04,7.62915000e+04,5.10070000e+04,6.47000000e+03,4.06570000e+03,1.69614000e+04,1.06961978e+03,2.26430435e+00,2.26430435e+00,1.24344898e+02,3.09806340e+04,2.50855000e+04,1.77102037e+04,4.11320435e+04,9.61150390e+04,6.21276913e+04,3.27345771e+04,2.21332745e+04,4.04272569e+04,1.18986782e+03,6.25605314e+04,1.77102037e+04,4.11320435e+04,9.61150390e+04,6.21276913e+04,6.76676601e+04,6.12799936e+03,1.64140419e+04,1.80897438e+04,2.79515135e+04,8.32231972e+04,1.50203250e+04,1.64140419e+04,2.70634890e+05,2.59432165e+04,5.91254995e+04,6.90412153e+04,1.16615492e+05,3.14948125e+05,2.13144897e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.47322828e+00,3.47322828e+00,4.58433674e+00,9.22411859e+00,1.73974725e+00,-3.29137787e+00,2.16663520e+00,7.23637774e+00,7.28066983e+00,3.64475109e+00,8.26699656e+00,5.79736407e+00,1.19167866e+01,2.44609302e+01,9.16984160e+00,3.11123904e-02,3.08406386e+00,6.70714514e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-3.62003287e+00,2.16736563e+00,3.31377613e+00,7.19194102e+00,-2.81191921e+00,5.69808079e+00,-1.09254499e+00,4.00000000e-01,0.00000000e+00,4.25000000e+00,4.41121393e+00,8.11000000e+00
"2006Q2",6.82848883e+00,7.24078764e-01,7.82088621e+01,9.06230000e+01,4.57954545e+00,7.61000000e+00,7.61000000e+00,7.61000000e+00,8.08991639e+01,1.27200000e+01,4.70000000e+00,5.05000000e+00,1.43123528e+04,3.39094000e+04,7.98978000e+04,5.40636000e+04,6.29260000e+03,4.06320000e+03,1.75204000e+04,9.48202134e+02,2.20395455e+00,2.20395455e+00,1.23610672e+02,3.09209520e+04,2.50286000e+04,1.80639419e+04,4.21675015e+04,9.84738480e+04,6.47963775e+04,3.20022557e+04,2.24020648e+04,3.95363788e+04,1.04631510e+03,6.19384437e+04,1.80639419e+04,4.21675015e+04,9.84738480e+04,6.47963775e+04,6.93209627e+04,6.66568478e+03,1.59444993e+04,1.77335918e+04,2.91844273e+04,7.94115896e+04,1.51307750e+04,1.59444993e+04,2.72578065e+05,2.64617624e+04,6.13902462e+04,6.83088067e+04,1.17287520e+05,3.17198414e+05,2.16680791e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.98049947e+00,2.98049947e+00,4.07518901e+00,1.23135614e+01,3.94142640e+00,-5.70555753e+00,2.16204894e+00,7.39570893e+00,7.55256759e+00,5.20089720e+00,9.03731625e+00,7.20997514e+00,1.40935841e+01,4.46146478e+00,1.56923788e+00,3.17946490e-01,7.66942109e-01,5.54989702e-01,0.00000000e+00,0.00000000e+00,-1.31233596e-01,-3.04810113e+00,2.59594702e+00,3.15693129e+00,6.86009097e+00,-2.24894337e+00,5.89151117e+00,-6.56167979e-02,1.20454545e-01,0.00000000e+00,4.57954545e+00,4.74739193e+00,8.02000000e+00
"2006Q3",6.65826273e+00,-9.59977817e-01,7.85261078e+01,9.10400000e+01,5.00000000e+00,7.61000000e+00,7.61000000e+00,7.60000000e+00,8.12690762e+01,1.27000000e+01,4.72000000e+00,5.34000000e+00,1.42479377e+04,3.46169000e+04,8.23828000e+04,5.72772000e+04,7.00570000e+03,3.90380000e+03,1.91255000e+04,9.53633178e+02,2.40240000e+00,2.40240000e+00,1.23048033e+02,2.97079180e+04,2.62238000e+04,1.83950374e+04,4.34736437e+04,1.01188170e+05,6.81220196e+04,3.33950080e+04,2.43555940e+04,3.78318993e+04,1.04748811e+03,6.21874933e+04,1.83950374e+04,4.34736437e+04,1.01188170e+05,6.81220196e+04,6.96492335e+04,7.18016927e+03,1.62883975e+04,1.87171587e+04,3.17052050e+04,8.06427036e+04,1.52178250e+04,1.62883975e+04,2.76094092e+05,2.68981681e+04,6.33679992e+04,6.99839299e+04,1.19625147e+05,3.22200813e+05,2.19836944e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.00793963e+00,4.00793963e+00,4.52552374e+00,1.29673801e+01,4.73126632e+00,-2.11772017e+00,3.94022091e+00,7.16221075e+00,5.69828491e+00,6.28061058e+00,1.04572396e+01,8.82468069e+00,1.73255715e+01,7.52337623e+00,7.84165604e+00,-1.66371011e+00,1.85228912e+00,4.99742911e+00,-1.31233596e-01,-1.31233596e-01,-1.31406045e-01,-3.64559399e+00,2.60571635e+00,2.87631783e+00,6.38856435e+00,-1.65826273e+00,6.04173727e+00,-6.57030223e-02,-2.80000000e-01,0.00000000e+00,5.00000000e+00,5.03498513e+00,7.98000000e+00
"2006Q4",5.94863987e+00,-1.56124735e-01,7.99771167e+01,9.13700000e+01,5.00000000e+00,7.60000000e+00,7.60000000e+00,7.69000000e+00,8.32354080e+01,1.28800000e+01,4.84000000e+00,5.17000000e+00,1.57719819e+04,3.88689000e+04,8.79223000e+04,6.14907000e+04,7.46980000e+03,3.95830000e+03,2.01886000e+04,1.31247189e+03,2.20355000e+00,2.20355000e+00,1.20141178e+02,3.00830800e+04,2.72381000e+04,1.86088358e+04,4.47714577e+04,1.04139879e+05,7.13782417e+04,3.40573668e+04,2.52429705e+04,3.76146093e+04,1.43643635e+03,6.28575799e+04,1.86088358e+04,4.47714577e+04,1.04139879e+05,7.13782417e+04,7.31614903e+04,7.31685297e+03,1.73357319e+04,1.81786796e+04,3.28968311e+04,8.51116237e+04,1.53159250e+04,1.73357319e+04,2.79799347e+05,2.72907064e+04,6.59826707e+04,7.27191739e+04,1.21737977e+05,3.28389114e+05,2.24044040e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.57466227e+00,5.57466227e+00,4.90519159e+00,1.54801832e+01,5.39941305e+00,4.65879682e+00,6.44724688e+00,6.94765103e+00,5.79251514e+00,6.39007195e+00,1.13503776e+01,1.04378247e+01,1.94650758e+01,2.44186059e+01,1.61789306e+01,3.61312817e-01,6.16604441e+00,1.04530547e+01,-1.31406045e-01,-1.31406045e-01,9.18635171e-01,-3.16305279e+00,2.31573761e+00,2.78282023e+00,6.28351641e+00,-9.48639870e-01,6.93136013e+00,3.93700787e-01,-1.60000000e-01,0.00000000e+00,5.00000000e+00,5.20507444e+00,8.04000000e+00
"2007Q1",5.90877008e+00,1.11532221e+00,8.20158103e+01,9.20320000e+01,5.02272727e+00,7.69000000e+00,7.69000000e+00,7.68000000e+00,8.29438877e+01,1.28900000e+01,4.92000000e+00,5.30000000e+00,1.77955237e+04,4.00874000e+04,8.79849000e+04,6.46022000e+04,7.79000000e+03,4.14100000e+03,2.03304000e+04,1.41518843e+03,2.01704545e+00,2.01704545e+00,1.20563435e+02,3.18442900e+04,2.85581000e+04,1.94656663e+04,4.62296167e+04,1.06070792e+05,7.44302207e+04,3.48202376e+04,2.47883913e+04,3.88270138e+04,1.53771344e+03,6.36154052e+04,1.94656663e+04,4.62296167e+04,1.06070792e+05,7.44302207e+04,7.11742737e+04,6.38085068e+03,1.86298544e+04,2.06983967e+04,3.18577458e+04,8.84089248e+04,1.53746500e+04,1.86298544e+04,2.83305960e+05,2.75435577e+04,6.81984831e+04,7.53278267e+04,1.25644209e+05,3.33574842e+05,2.25860234e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.91421751e+00,5.91421751e+00,4.68197949e+00,1.53452971e+01,6.16863045e+00,9.10559218e+00,7.74229635e+00,5.96558341e+00,7.02409230e+00,9.91215325e+00,1.23931922e+01,1.03581636e+01,1.98020063e+01,2.92339716e+01,1.19960418e+01,-3.95832713e+00,1.68616500e+00,6.37142937e+00,9.18635171e-01,9.18635171e-01,9.19842313e-01,-3.04110838e+00,2.37835673e+00,2.35897026e+00,5.97825766e+00,-8.86042811e-01,6.98122992e+00,3.94218134e-01,-1.02727273e-01,0.00000000e+00,5.02272727e+00,5.31717342e+00,7.97000000e+00
"2007Q2",6.00787544e+00,-6.94668909e-01,8.23642605e+01,9.24240000e+01,5.50000000e+00,7.68000000e+00,7.68000000e+00,7.70000000e+00,8.22199662e+01,1.27700000e+01,4.92000000e+00,5.31000000e+00,1.76391796e+04,3.99567000e+04,8.91453000e+04,6.82816000e+04,7.27340000e+03,4.35250000e+03,2.21454000e+04,1.38580280e+03,1.54557143e+00,1.54557143e+00,1.21624959e+02,3.34272000e+04,2.95389000e+04,2.02446395e+04,4.75182896e+04,1.07589158e+05,7.78739137e+04,3.58637349e+04,2.68871473e+04,4.05845931e+04,1.49939712e+03,6.74717404e+04,2.02446395e+04,4.75182896e+04,1.07589158e+05,7.78739137e+04,7.28448151e+04,7.35541201e+03,1.66647095e+04,2.04104686e+04,3.08313116e+04,8.52396266e+04,1.54487250e+04,1.66647095e+04,2.86829813e+05,2.82332849e+04,6.89186933e+04,7.80047036e+04,1.27291094e+05,3.39402879e+05,2.28457412e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.00018157e+00,7.00018157e+00,5.22850139e+00,1.22632627e+01,6.69465046e+00,1.41942121e+01,8.52910300e+00,5.43500955e+00,5.31320653e+00,1.20721025e+01,1.26893648e+01,9.25657983e+00,2.01825114e+01,4.33026362e+01,2.00208438e+01,2.65126532e+00,8.93354174e+00,1.20662720e+01,9.19842313e-01,9.19842313e-01,1.18265440e+00,-1.60642523e+00,1.98735420e+00,2.10134643e+00,6.19538879e+00,-5.07875443e-01,6.76212456e+00,1.05064479e+00,-5.80000000e-01,0.00000000e+00,5.50000000e+00,5.38392178e+00,7.85000000e+00
"2007Q3",6.48200750e+00,8.49603860e-01,8.42833368e+01,9.29540000e+01,5.52500000e+00,7.70000000e+00,7.70000000e+00,7.63000000e+00,8.38478699e+01,1.28000000e+01,4.92000000e+00,4.58000000e+00,1.76382685e+04,4.14231000e+04,9.26256000e+04,7.26458000e+04,7.89800000e+03,4.20690000e+03,2.37106000e+04,1.45075122e+03,2.13757895e+00,2.13757895e+00,1.19263614e+02,3.23931300e+04,3.04312000e+04,2.09404257e+04,4.87843238e+04,1.08835791e+05,8.11869228e+04,3.61058320e+04,2.81320139e+04,3.84336112e+04,1.56071951e+03,6.65656251e+04,2.09404257e+04,4.87843238e+04,1.08835791e+05,8.11869228e+04,7.34888159e+04,7.91650085e+03,1.76264663e+04,1.93535246e+04,3.37971836e+04,8.53415074e+04,1.55405000e+04,1.76264663e+04,2.90669395e+05,2.89696165e+04,7.02567621e+04,7.86410695e+04,1.29383072e+05,3.44101683e+05,2.31543085e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.79727315e+00,6.79727315e+00,5.27910708e+00,1.08710437e+01,7.70107606e+00,1.23701822e+01,8.15708503e+00,5.32491968e+00,7.33161136e+00,1.38373642e+01,1.22158613e+01,7.55782069e+00,1.91786786e+01,4.89963939e+01,1.55053490e+01,1.59048834e+00,7.04021271e+00,8.11745267e+00,1.18265440e+00,1.18265440e+00,3.94736842e-01,-3.07556254e+00,2.10237258e+00,2.12037528e+00,6.61822414e+00,-9.57007504e-01,6.31799250e+00,6.57289577e-01,-6.05000000e-01,0.00000000e+00,5.52500000e+00,5.42415834e+00,7.88000000e+00
"2007Q4",7.22857285e+00,1.51768806e+00,8.69721240e+01,9.35670000e+01,6.28571429e+00,7.63000000e+00,7.63000000e+00,7.64000000e+00,8.67310363e+01,1.28900000e+01,4.91000000e+00,3.06000000e+00,2.00107775e+04,4.43629000e+04,9.68672000e+04,7.82837000e+04,8.58200000e+03,4.22600000e+03,2.41910000e+04,1.72344028e+03,2.16740000e+00,2.16740000e+00,1.15298980e+02,3.22443800e+04,3.15434000e+04,2.17623376e+04,4.93863628e+04,1.09196534e+05,8.44681072e+04,3.62684025e+04,2.78146593e+04,3.70743849e+04,1.84193175e+03,6.48890442e+04,2.17623376e+04,4.93863628e+04,1.09196534e+05,8.44681072e+04,7.73289408e+04,7.98370622e+03,1.65192170e+04,1.92265434e+04,3.47802236e+04,8.92626206e+04,1.56238750e+04,1.65192170e+04,2.94836846e+05,2.96364698e+04,6.94402472e+04,7.96889333e+04,1.31266465e+05,3.48252679e+05,2.33010628e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.04878922e+00,6.04878922e+00,5.37438673e+00,5.24012826e+00,8.59546596e+00,9.58448646e+00,7.82704619e+00,4.00215414e+00,8.74626090e+00,1.69462607e+01,1.03076946e+01,4.85563761e+00,1.83387334e+01,2.82292637e+01,1.01877424e+01,-1.43620908e+00,3.23185266e+00,6.49209233e+00,3.94736842e-01,3.94736842e-01,-6.50195059e-01,-4.03042380e+00,2.40450914e+00,2.01065231e+00,7.33105206e+00,-9.42858559e-01,5.66142716e+00,2.66229672e-01,-1.37571429e+00,0.00000000e+00,6.28571429e+00,5.38462684e+00,7.98000000e+00
"2008Q1",8.18009663e+00,9.19459489e-01,8.94788850e+01,9.40280000e+01,6.53571429e+00,7.64000000e+00,7.64000000e+00,7.49000000e+00,8.76184257e+01,1.30900000e+01,4.97000000e+00,2.51000000e+00,1.86409522e+04,4.26440000e+04,9.63823000e+04,8.00000000e+04,8.52200000e+03,4.19430000e+03,2.47234000e+04,1.67088036e+03,2.29385000e+00,2.29385000e+00,1.14131245e+02,3.20444520e+04,3.22754000e+04,2.15461175e+04,4.90814933e+04,1.09305824e+05,8.71277532e+04,3.60704093e+04,2.76304292e+04,3.58123059e+04,1.77700298e+03,6.34427351e+04,2.15461175e+04,4.90814933e+04,1.09305824e+05,8.71277532e+04,7.61083522e+04,6.74193417e+03,1.74583650e+04,2.04635139e+04,3.11779750e+04,9.09986593e+04,1.56798500e+04,1.74583650e+04,2.99770924e+05,2.99975532e+04,6.82687578e+04,7.94540506e+04,1.30586694e+05,3.50842414e+05,2.37452988e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.17652114e+00,5.17652114e+00,5.81172519e+00,1.03044433e-01,8.90950823e+00,5.47768866e+00,3.93371465e+00,5.13271138e+00,9.09955611e+00,1.06877989e+01,6.16893840e+00,3.04988026e+00,1.70596465e+01,1.55613869e+01,1.14651971e+01,-7.76445992e+00,-2.71427973e-01,3.59035937e+00,-6.50195059e-01,-6.50195059e-01,-2.47395833e+00,-5.33510838e+00,2.16881085e+00,1.98508584e+00,8.32740402e+00,-1.64438234e+00,4.90990337e+00,-1.03961075e+00,-1.56571429e+00,0.00000000e+00,6.53571429e+00,5.33675734e+00,8.12000000e+00
"2008Q2",9.42623520e+00,4.13062532e+00,9.35302684e+01,9.44710000e+01,6.75000000e+00,7.49000000e+00,7.49000000e+00,7.46000000e+00,9.10904195e+01,1.34000000e+01,5.13000000e+00,2.47000000e+00,1.74787793e+04,4.08204000e+04,9.57109000e+04,8.18258000e+04,8.09380000e+03,4.37380000e+03,2.50980000e+04,1.76184230e+03,1.96680952e+00,1.96680952e+00,1.09781029e+02,3.27597620e+04,3.30958000e+04,2.08640604e+04,4.78644610e+04,1.07830445e+05,8.82737348e+04,3.53851225e+04,2.68340939e+04,3.50258398e+04,1.86495570e+03,6.18599337e+04,2.08640604e+04,4.78644610e+04,1.07830445e+05,8.82737348e+04,7.73740623e+04,7.93357817e+03,1.63915404e+04,2.23189285e+04,3.06747793e+04,9.01588475e+04,1.57336000e+04,1.63915404e+04,3.04300171e+05,3.05757194e+04,6.79955887e+04,8.13625104e+04,1.30430162e+05,3.55761635e+05,2.41865598e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.81986370e+00,4.81986370e+00,6.09084475e+00,-1.33941112e+00,8.29671249e+00,4.30462099e+00,2.46605468e+00,5.86900895e+00,1.35568605e+01,3.05967903e+00,7.28501502e-01,2.24266772e-01,1.33546917e+01,2.43803708e+01,-1.97318825e-01,-1.36967082e+01,-8.31726982e+00,-1.33453031e+00,-2.47395833e+00,-2.47395833e+00,-3.11688312e+00,-9.73807503e+00,2.21479269e+00,1.84400331e+00,9.17713880e+00,-2.67623520e+00,3.97376480e+00,-1.88353909e+00,-1.62000000e+00,0.00000000e+00,6.75000000e+00,5.27943021e+00,8.27000000e+00
